RSECTION	DISTRICT	CO	ID_PREFIX	ID_RTE_NO	MUNICIPALITY	MP_SUFFIX	EXIT_NUMBER	RAMP_NUMBER	D	IS_INV_DIR	BEGIN_DIR_MP	END_DIR_MP	ROAD_NAME_START	BEGIN_DESCRIPTION	END_DESCRIPTION	SECTION_LENGTH	COLL_CATEGORY	PRIORITY	GOVT_CONTROL	NHS_CODE	INV_BMP	INV_EMP	BEG_LAT	BEG_LONG	END_LAT	END_LONG	GLOBAL_ROUTE_ID	SUB_ROUTE_ID	ROUTE	TRIMROUTE	ROUTEID	MULTIPLE_BEG_INT	MULTIPLE_END_INT	RVISIKEY	ASSOCIATED_ID_PREFIX	FDIR	BEGIN_SECTION_DESC	BEGIN_SECTION_MILE_POINT	END_SECTION_DESC	END_SECTION_MILE_POINT	COLLECTION_YEAR
6396611	3	PG	RP	301	0		20	7	W	1	0	0.15	RAMP 7 FR MD 214 WB TO US 301 SB	CENTRAL AVE	CRAIN HWY	0.15	10	2	1	0	0	0.15	38.898643	-76.7184166	38.8992661	-76.7209217	63966	1	US 301 E20 R7	US 301 E20 R7	16000RP00301  02WWUS20        07	1	1	4942	US	5					2016
6396711	3	PG	RP	495	0		28	4	N	1	0.35	0.42	RAMP 4 FR MD 650 NB TO IS 495 EB	RAMP 4 FR MD 650 NB TO IS 495 EB	CAPITAL BELTWAY	0.07	10	2	1	1	0.35	0.42	39.0180473	-76.9719366	39.0183487	-76.9694756	63967	1	IS 495 E28 R4	IS 495 E28 R4	16000RP00495  02NNIS28        04	1	1	4943	IS	5					2016
6396811	3	PG	RP	595	0		11	1	E	1	0	0.4	RAMP 1 FR MD 197 NB TO IS 595 WB	COLLINGTON RD	JOHN HANSON HWY	0.4	10	2	1	1	0	0.4	38.9534193	-76.7432891	38.9529166	-76.7447537	63968	1	IS 595 E11 R1	IS 595 E11 R1	16000RP00595  02EEIS11        01	1	1	4944	IS	5					2016
6396911	3	PG	RP	595	0		11	6	E	1	0	0.37	RAMP 6 FR IS 595 EB TO MD 197	JOHN HANSON HWY	COLLINGTON RD	0.37	10	2	1	1	0	0.37	38.9511443	-76.7490834	38.951775	-76.7423351	63969	1	IS 595 E11 R6	IS 595 E11 R6	16000RP00595  02EEIS11        06	1	1	4945	IS	5					2016
6397011	3	PG	RP	595	0		13	1	E	1	0	0.58	RAMP 1 FR RAMP 4 (FR US 301) TO RAMP 10	RAMP 4 FR US 301 NB TO IS 595 EB	RAMP 10 FR IS 595 WB TO IS 595 WB	0.58	10	2	1	1	0	0.58	38.9515318	-76.7170929	38.9554579	-76.7166979	63970	1	IS 595 E13 R1	IS 595 E13 R1	16000RP00595  02EEIS13        01	1	1	4946	IS	5					2016
6397111	3	PG	RP	595	0		13	6	E	1	0	0.55	RAMP 6 FR IS 595 EB TO US 301 SB	JOHN HANSON HWY	CRAIN HWY	0.55	10	2	1	1	0	0.55	38.9533564	-76.7271034	38.9514264	-76.7175879	63971	1	IS 595 E13 R6	IS 595 E13 R6	16000RP00595  02EEIS13        06	1	1	4947	IS	5					2016
6397211	3	PG	RP	595	0		8	1	E	1	0	0.03	RAMP 1 FR MD 704 TO RAMP 8 (TO IS 595)	MARTIN LUTHER KING JR HWY	RAMP 8 FR MD 704 SB TO IS 595 WB	0.03	10	2	1	1	0	0.03	38.9486743	-76.8410797	38.9488621	-76.8400477	63972	1	IS 595 E8 R1	IS 595 E8 R1	16000RP00595  02EEIS8         01	1	1	4948	IS	5					2016
6397311	3	PG	RP	595	0		8	2	E	1	0	0.05	RAMP 2 FR RAMP 7 (FR IS 595) TO MD 704	RAMP 7 FR IS 595 WB TO MD 704 SB	MARTIN LUTHER KING JR HWY	0.05	10	2	1	1	0	0.05	38.9488401	-76.839786	38.9497888	-76.8391572	63973	1	IS 595 E8 R2	IS 595 E8 R2	16000RP00595  02EEIS8         02	1	1	4949	IS	5					2016
6397411	3	PG	RP	595	0		8	3	E	1	0	0.09	RAMP 3 FR RAMP 6 (FR IS 595) TO MD 704	RAMP 6 FR IS 595 EB TO MD 704 SB	MARTIN LUTHER KING JR HWY	0.09	10	2	1	1	0	0.09	38.945017	-76.8448336	38.9462293	-76.8450253	63974	1	IS 595 E8 R3	IS 595 E8 R3	16000RP00595  02EEIS8         03	1	1	4950	IS	5					2016
6397511	3	PG	RP	595	0		8	4	E	1	0	0.13	RAMP 4 FR MD 704 TO RAMP 5 (TO IS595)	MARTIN LUTHER KING JR HWY	RAMP 5 FR MD 704 SB TO IS 595 EB	0.13	10	2	1	1	0	0.13	38.9446162	-76.8475894	38.9448793	-76.8451013	63975	1	IS 595 E8 R4	IS 595 E8 R4	16000RP00595  02EEIS8         04	1	1	4951	IS	5					2016
6397611	3	PG	RP	595	0		8	6	E	1	0	0.32	RAMP 6 FR IS 595 EB TO MD 704 SB	JOHN HANSON HWY	MARTIN LUTHER KING JR HWY	0.32	10	2	1	1	0	0.32	38.9464525	-76.844635	38.9456781	-76.8462003	63976	1	IS 595 E8 R6	IS 595 E8 R6	16000RP00595  02EEIS8         06	1	1	4952	IS	5					2016
6397711	3	PG	RP	595	0		11	2	N	1	0	0.35	RAMP 2 FR IS 595 WB TO MD 197 NB	JOHN HANSON HWY	COLLINGTON RD	0.35	10	2	1	1	0	0.35	38.9532432	-76.7379438	38.9551109	-76.744233	63977	1	IS 595 E11 R2	IS 595 E11 R2	16000RP00595  02NNIS11        02	1	1	4953	IS	5					2016
6397811	3	PG	RP	595	0		11	4	N	1	0	0.38	RAMP 4 FR MD 197 NB TO IS 595 EB	COLLINGTON RD	JOHN HANSON HWY	0.38	10	2	1	1	0	0.38	38.9495485	-76.7404763	38.9530119	-76.7379671	63978	1	IS 595 E11 R4	IS 595 E11 R4	16000RP00595  02NNIS11        04	1	1	4954	IS	5					2016
6397911	3	PG	RP	595	0		13	2	N	1	0	0.42	RAMP 2 FR RAMP 10(FR IS595 WB) TO RAMP 3	RAMP 10 FR IS 595 WB TO IS 595 WB	RAMP 3 FR RAMP 6 (FR IS 595 EB) TO MD 3	0.42	10	2	1	1	0	0.42	38.9556856	-76.7088408	38.9591348	-76.7168386	63979	1	IS 595 E13 R2	IS 595 E13 R2	16000RP00595  02NNIS13        02	1	1	4955	IS	5					2016
6398011	3	PG	RP	595	0		13	3	N	1	0	0.9	RAMP 3 FR RAMP 6 (FR IS 595 EB) TO MD 3	RAMP 6 FR IS 595 EB TO US 301 SB	CRAIN HWY	0.9	10	2	1	1	0	0.9	38.9534759	-76.7240838	38.9620971	-76.7169874	63980	1	IS 595 E13 R3	IS 595 E13 R3	16000RP00595  02NNIS13        03	1	1	4956	IS	5					2016
6398111	3	PG	RP	595	0		13	4	N	1	0	0.55	RAMP 4 FR US 301 NB TO IS 595 EB	CRAIN HWY	JOHN HANSON HWY	0.55	10	2	1	1	0	0.55	38.9496098	-76.7175802	38.9552721	-76.7102987	63981	1	IS 595 E13 R4	IS 595 E13 R4	16000RP00595  02NNIS13        04	1	1	4957	IS	5					2016
6398211	3	PG	RP	595	0		13	9	N	1	0	0.42	RAMP 9 FR IS 595 TO RAMP 4 (TO MD 3E)	RAMP 3 FR RAMP 6 (FR IS 595 EB) TO MD 3	RAMP 4 FR RAMP 2 (FR IS 595) TO MD 3E EB	0.42	10	2	1	1	0	0.42	38.9539442	-76.7168395	38.959882	-76.716088	63982	1	IS 595 E13 R9	IS 595 E13 R9	16000RP00595  02NNIS13        09	1	1	4958	IS	5					2016
6398311	3	PG	RP	595	0		8	9	N	1	0	0.06	RAMP 9 FR MD 704 TO RAMP 10 (TO MD 950)	MARTIN LUTHER KING JR HWY	RAMP 10 FR MD 704 TO RAMP 9 (TO MD 950)	0.06	10	2	1	1	0	0.06	38.9476168	-76.8427748	38.948194	-76.8437751	63983	1	IS 595 E8 R9	IS 595 E8 R9	16000RP00595  02NNIS8         09	1	1	4959	IS	5					2016
6398411	3	PG	RP	595	0		11	5	S	1	0	0.33	RAMP 5 FR MD 197 SB TO IS 595 EB	COLLINGTON RD	JOHN HANSON HWY	0.33	10	2	1	1	0	0.33	38.9525887	-76.7429841	38.9529069	-76.7415235	63984	1	IS 595 E11 R5	IS 595 E11 R5	16000RP00595  02SSIS11        05	1	1	4960	IS	5					2016
6398511	3	PG	RP	595	0		11	8	S	1	0	0.33	RAMP 8 FR MD 197 SB TO IS 595 WB	COLLINGTON RD	JOHN HANSON HWY	0.33	10	2	1	1	0	0.33	38.9553524	-76.7445776	38.9516079	-76.7487236	63985	1	IS 595 E11 R8	IS 595 E11 R8	16000RP00595  02SSIS11        08	1	1	4961	IS	5					2016
6398611	3	PG	RP	595	0		13	5	S	1	0	0.25	RAMP 5 FR US 301 SB TO IS 595 EB	CRAIN HWY	JOHN HANSON HWY	0.25	10	2	1	1	0	0.25	38.9544678	-76.717429	38.9548297	-76.718229	63986	1	IS 595 E13 R5	IS 595 E13 R5	16000RP00595  02SSIS13        05	1	1	4962	IS	5					2016
6398711	3	PG	RP	595	0		13	8	S	1	0	0.72	RAMP 8 FR MD 3 SB TO IS 595 WB	CRAIN HWY	JOHN HANSON HWY	0.72	10	2	1	1	0	0.72	38.9620359	-76.7172649	38.9538197	-76.7249132	63987	1	IS 595 E13 R8	IS 595 E13 R8	16000RP00595  02SSIS13        08	1	1	4963	IS	5					2016
6398811	3	PG	RP	595	0		8	5	S	1	0	0.448	RAMP 5 FR MD 704 SB TO IS 595 EB	MARTIN LUTHER KING JR HWY	JOHN HANSON HWY	0.448	10	2	1	1	0	0.448	38.9455916	-76.8463411	38.9469784	-76.8379694	63988	1	IS 595 E8 R5	IS 595 E8 R5	16000RP00595  02SSIS8         05	1	1	4964	IS	5					2016
6398911	3	PG	RP	595	0		8	8	S	1	0	0.21	RAMP 8 FR MD 704 SB TO IS 595 WB	HARGROVE DR (BACK)	JOHN HANSON HWY	0.21	10	2	1	1	0	0.21	38.9491968	-76.8403795	38.9468707	-76.8419663	63989	1	IS 595 E8 R8	IS 595 E8 R8	16000RP00595  02SSIS8         08	1	1	4965	IS	5					2016
6399011	3	PG	RP	595	0		8	10	S	1	0	0.5	RAMP 10 FR MD 704 TO RAMP 9 (TO MD 950)	MARTIN LUTHER KING JR HWY	RAMP 9 FR IS 595 WB TO MD 950 SB	0.5	10	2	1	1	0	0.5	38.9488096	-76.8412041	38.9463165	-76.8505148	63990	1	IS 595 E8 R10	IS 595 E8 R10	16000RP00595  02SSIS8         10	1	1	4966	IS	5					2016
6399111	3	PG	RP	595	0		11	7	W	1	0	0.05	RAMP 7 FR RAMP 2 (FR IS 595) TO MD 197	RAMP 2 FR IS 595 WB TO MD 197 NB	COLLINGTON RD	0.05	10	2	1	1	0	0.05	38.9551357	-76.7434053	38.954748	-76.7440435	63991	1	IS 595 E11 R7	IS 595 E11 R7	16000RP00595  02WWIS11        07	1	1	4967	IS	5					2016
6399211	3	PG	RP	595	0		13	7	W	1	0	0.32	RAMP 7 FR RAMP 10 (FR IS 595) TO MD 3 SB	RAMP 10 FR IS 595 WB TO IS 595 WB	CRAIN HWY	0.32	10	2	1	1	0	0.32	38.9553432	-76.7175755	38.955482	-76.717436	63992	1	IS 595 E13 R7	IS 595 E13 R7	16000RP00595  02WWIS13        07	1	1	4968	IS	5					2016
6399311	3	PG	RP	595	0		13	10	W	1	0	0.81	RAMP 10 FR IS 595 WB TO IS 595 WB	JOHN HANSON HWY	JOHN HANSON HWY	0.81	10	2	1	1	0	0.81	38.9555964	-76.7072763	38.9541471	-76.7227786	63993	1	IS 595 E13 R10	IS 595 E13 R10	16000RP00595  02WWIS13        10	1	1	4969	IS	5					2016
6399411	3	PG	RP	595	0		8	7	W	1	0	0.29	RAMP 7 FR IS 595 WB TO MD 704 SB	JOHN HANSON HWY	MARTIN LUTHER KING JR HWY	0.29	10	2	1	1	0	0.29	38.9473227	-76.8345361	38.949277	-76.8402413	63994	1	IS 595 E8 R7	IS 595 E8 R7	16000RP00595  02WWIS8         07	1	1	4970	IS	5					2016
6404211	3	PG	US	1	0				N	1	0	14.12	RHODE ISLAND AVE	WASH DC LINE		14.12	5	1	1	1	0	14.12	38.9351395	-76.9633773	39.104933	-76.840996	64042	1	US 1	US 1	16000US00001  01NN**************	1		4971	US	5					2016
6404221	3	PG	US	1	0				S	0	0	14.01	BALTIMORE AVE	ENT TO BUSINESS	WASH DC LINE	14.01	3	3	1	1	0	14.01	39.10587	-76.8537198	38.9352679	-76.963493	64042	2	US 1	US 1	16000US00001  01NS**************	1	1	4972	US	6					2016
6404511	3	PG	US	1	0	AL			N	1	0	2.09	BLADENSBURG RD	WASH DC LINE	BALTIMORE AVE	2.09	7	1	1	0	0	2.09	38.9307361	-76.9577414	38.9533439	-76.9404739	64045	1	US 1 AL	US 1 AL	16000US00001AL01NN**************	1	1	4973	US	5					2016
6404521	3	PG	US	1	0	AL			S	0	0	2.09	BALTIMORE AVE	LONGFELLOW ST #2	WASH DC LINE	2.09	3	3	1	0	0	2.09	38.953397	-76.9405213	38.9308367	-76.9577641	64045	2	US 1 AL	US 1 AL	16000US00001AL01NS**************	1	1	4974	US	6					2016
6404611	3	PG	US	50	0				E	1	0	5.04	JOHN HANSON HWY	WASH DC LINE	RAMP 3 FR IS 595/US 50 TO IS 95 NB	5.04	5	1	1	1	0	5.04	38.918026	-76.9414663	38.944949	-76.86343	64046	1	US 50	US 50	16000US00050  01EE**************	1	1	4975	US	5					2016
6404621	3	PG	US	50	0				W	0	0	5.04	JOHN HANSON HWY	RAMP 3 FR IS 595/US 50 TO IS 95 NB	WASH DC LINE	5.04	3	3	1	1	0	5.04	38.945183	-76.863462	38.9181819	-76.9414926	64046	2	US 50	US 50	16000US00050  01EW**************	1	1	4976	US	6					2016
6404711	3	PG	US	50	0	PA			S	1	0	0.08	ARDWICK ARDMORE RD	GARDEN CITY DR (BACK)	STRUC #16113	0.08	9	1	1	1	0	0.08	38.9453808	-76.8722408	38.9442619	-76.8729948	64047	1	US 50 PA	US 50 PA	16000US00050PA01SS**************	1	0	4977	US	5					2016
6404712	3	PG	US	50	0	PA			S	1	0.08	0.21	ARDWICK ARDMORE RD	STRUC #16113	ARDWICK ARDMORE RD (AHEAD)	0.13	10	2	1	1	0.08	0.21	38.9442619	-76.8729948	38.9431671	-76.8715158	64047	1	US 50 PA	US 50 PA	16000US00050PA01SS**************	0	1	4978	US	5					2016
6404811	3	PG	US	301	0				N	1	0	24.01	CRAIN HWY	STRUC #16058 MATTAWOMAN CREEK	EXIT #13	24.01	5	1	1	1	0	24.01	38.6582324	-76.8742641	38.9551113	-76.7171586	64048	1	US 301	US 301	16000US00301  01NN**************	1	1	4979	US	5					2016
6404821	3	PG	US	301	0				S	0	0	24.01	CRAIN HWY	EXIT #13	STRUC #16058 MATTAWOMAN CREEK	24.01	3	3	1	1	0	24.01	38.955083	-76.717428	38.6582708	-76.8746494	64048	2	US 301	US 301	16000US00301  01NS**************	1	1	4980	US	6					2016
6426411	3	PG	MU	410	13				N	1	0	0.36	CHAPEL FORGE DR	CHERRYWOOD LA	STOP SIGN	0.36	6	1	4	0	0	0.36	38.9869153	-76.7419562	38.9910511	-76.745508	64264	1	MU 410 M13	MU 410 M13	16013MU00410  01NN**************	1	1	4981	MU	5					2016
6426711	3	PG	MU	440	13				S	1	0	0.51	CHERRYWOOD LA	STOP SIGN	STOP SIGN	0.51	6	1	4	0	0	0.51	38.9905329	-76.735429	38.9869153	-76.7419562	64267	1	MU 440 M13	MU 440 M13	16013MU00440  01SS**************	1	1	4982	MU	5					2016
6443911	3	PG	MU	1140	13				S	1	0	0.65	KENHILL DR	STOP SIGN	COLLINGTON RD	0.65	6	1	4	0	0	0.65	38.9639068	-76.7379726	38.956214	-76.7451918	64439	1	MU 1140 M13	MU 1140 M13	16013MU01140  01SS**************	1	1	4983	MU	5					2016
6465511	3	PG	MU	2157	13				S	1	0	0.44	PITTSFIELD LA	STOP SIGN	STOP SIGN	0.44	6	1	4	0	0	0.44	38.915104	-76.7206164	38.9099185	-76.7238474	64655	1	MU 2157 M13	MU 2157 M13	16013MU02157  01SS**************	1	1	4984	MU	5					2016
6480911	3	PG	MU	3010	13				E	1	0	0.64	TULIP GROVE DR	COLLINGTON RD	BELAIR DR	0.64	6	1	4	0	0	0.64	38.9683876	-76.7546619	38.9668149	-76.7439621	64809	1	MU 3010 M13	MU 3010 M13	16013MU03010  01EE**************	1	1	4985	MU	5					2016
6499911	3	PG	MU	9060	13				W	1	0	0.15	6TH ST	OLD LAUREL BOWIE RD	OUT CORP LMTS BOWIE	0.15	6	1	4	0	0	0.15	39.0108499	-76.779158	39.0107105	-76.7819039	64999	1	MU 9060 M13	MU 9060 M13	16013MU09060  01WW**************	1	1	4986	MU	5					2016
6516611	3	PG	MU	662	21				E	1	0.04	1.02	WESTBROOK DR#2	WESTBROOK DR#2 (BACK)	ROAD END	0.98	6	1	4	0	0.04	1.02	38.9659935	-76.8834202	38.9607751	-76.8685974	65166	1	MU 662 M21	MU 662 M21	16021MU00662  01EE**************	1	1	4987	MU	5					2016
6519811	3	PG	MU	59	28				N	1	0	0.38	CHEVERLY AVE	TUXEDO RD		0.38	6	1	4	0	0	0.38	38.9181885	-76.9156304	38.9228613	-76.9134441	65198	1	MU 59 M28	MU 59 M28	16028MU00059  01NN**************	1		4988	MU	5			CHEVERLY CIR	0.41	2016
6535011	3	PG	MU	560	37				W	1	0	0.09	HARTWICK RD                             	HOPKINS AVE #1	PRINCETON AVE	0.09	6	1	4	0	0	0.09	38.9786976	-76.934195	38.9791028	-76.9356532	65350	1	MU 560 M37	MU 560 M37	16037MU00560  01WW**************	1	1	4989	MU	5					2016
6558711	3	PG	MU	270	45				S	1	0	0.47	MARBURY DR	ROAD END	OUT CORP LMTS DISTRICT HEIGHTS	0.47	6	1	4	0	0	0.47	38.8623304	-76.8833436	38.8574796	-76.8771896	65587	1	MU 270 M45	MU 270 M45	16045MU00270  01SS**************	1	1	4990	MU	5					2016
6563911	3	PG	MU	20	50				W	1	0	0.29	BUCHANAN ST	KENILWORTH AVE	TANGLEWOOD DR	0.29	6	1	4	0	0	0.29	38.9454259	-76.9311906	38.9467255	-76.9363819	65639	1	MU 20 M50	MU 20 M50	16050MU00020  01WW**************	1	1	4991	MU	5					2016
6564811	3	PG	MU	100	50				S	1	0	0.18	TANGLEWOOD DR	BUCHANAN ST	TANGLEWOOD DR (AHEAD BLADENSBURG)	0.18	6	1	4	0	0	0.18	38.9467255	-76.9363819	38.9451709	-76.9384283	65648	1	MU 100 M50	MU 100 M50	16050MU00100  01SS**************	1	1	4992	MU	5					2016
6580211	3	PG	MU	40	71				N	1	0.96	1.58	CHERRYWOOD LA	GREENBELT METRO DR	EDMONSTON AVE	0.62	1	1	4	1	0.96	1.58	39.0097456	-76.9032404	39.0117245	-76.8924056	65802	1	MU 40 M71	MU 40 M71	16071MU00040  01NN**************	0	1	4993	MU	5					2016
6580411	3	PG	MU	70	71				S	1	0.36	0.51	CRESCENT RD	STOP SIGN	GARDEN WAY	0.15	6	1	4	0	0.36	0.51	39.0003093	-76.8771012	39.0015268	-76.8747997	65804	1	MU 70 M71	MU 70 M71	16071MU00070  01SS**************	1	1	4994	MU	5	SCHOOL ENT	0.32	COURT 56	0.58	2016
6589411	3	PG	MU	90	82				W	1	0	0.14	CRITTENDEN ST	BALTIMORE AVE	RHODE ISLAND AVE	0.14	6	1	4	0	0	0.14	38.9472831	-76.9411513	38.948316	-76.9430663	65894	1	MU 90 M82	MU 90 M82	16082MU00090  01WW**************	1	1	4995	MU	5					2016
6589511	3	PG	MU	91	82				W	1	0	0.32	CRITTENDEN ST	RHODE ISLAND AVE	CUL DE SAC	0.32	6	1	4	0	0	0.32	38.9481867	-76.9436036	38.9494731	-76.9489154	65895	1	MU 91 M82	MU 91 M82	16082MU00091  01WW**************	1	1	4996	MU	5					2016
6590611	3	PG	MU	131	82				E	1	0	0.31	GALLATIN ST #1	40TH AVE	STOP SIGN	0.31	6	1	4	0	0	0.31	38.9528804	-76.9506562	38.9524245	-76.9450959	65906	1	MU 131 M82	MU 131 M82	16082MU00131  01EE**************	1	1	4997	MU	5					2016
6591611	3	PG	MU	180	82				W	1	0.055	0.885	JEFFERSON ST	BALTIMORE AVE	HAMILTON ST	0.83	6	1	4	0	0.055	0.885	38.9553378	-76.9402461	38.9532666	-76.954732	65916	1	MU 180 M82	MU 180 M82	16082MU00180  01WW**************	1	1	4998	MU	5					2016
6595511	3	PG	MU	370	82				E	1	0	0.47	QUEENSBURY RD	QUEENS CHAPEL RD	OUT CORP LMTS HYATTSVILLE	0.47	6	1	4	0	0	0.47	38.9639763	-76.9515563	38.9634326	-76.9429078	65955	1	MU 370 M82	MU 370 M82	16082MU00370  01EE**************	1	1	4999	MU	5					2016
6602511	3	PG	MU	9403	82				S	1	0	0.31	40TH PL	GALLATIN ST #1	CRITTENDEN ST	0.31	6	1	4	0	0	0.31	38.9526833	-76.9494178	38.9483672	-76.9469264	66025	1	MU 9403 M82	MU 9403 M82	16082MU09403  01SS**************	1	1	5000	MU	5					2016
6626811	3	PG	MU	9040	89				N	1	0.59	0.73	FOURTH ST	MARSHALL AVE (PRIVATE)	GORMAN AVE (EB COUPLET)	0.14	6	1	4	0	0.59	0.73	39.0987049	-76.8547304	39.1002668	-76.8530583	66268	1	MU 9040 M89	MU 9040 M89	16089MU09040  01NN**************	0	1	5001	MU	5	ARMSTRONG CT	0.53	COMPTON AVE	0.79	2016
6637011	3	PG	MU	9340	104				N	1	0	0.85	34TH ST	WASH DC LINE	34TH ST (AHEAD)(BRENTWOOD)	0.85	6	1	4	0	0	0.85	38.9335863	-76.9613953	38.9455903	-76.9621342	66370	1	MU 9340 M104	MU 9340 M104	16104MU09340  01NN**************	1	1	5002	MU	5					2016
6673111	2	QA	CO	174	0				W	1	2.361	3.4	PERRY CORNER RD		MAIN ST	1.039	6	1	2	0	2.361	3.4	38.9464893	-76.2041815	38.9584111	-76.2101868	66731	1	CO 174	CO 174	17000CO00174  01WW**************		1	5003	CO	5	HOLLY LA ACRES	1.2			2016
6675511	2	QA	CO	200	0				S	1	0	2.183	COX NECK RD	BLUE STAR MEMORIAL HWY		2.183	6	1	2	0	0	2.183	38.97585	-76.290357	38.94513	-76.297806	66755	1	CO 200	CO 200	17000CO00200  01SS**************	1		5004	CO	5			JONES RD	2.55	2016
6725411	2	QA	CO	721	0				E	1	0	0.41	POSTAL RD	COX NECK RD	MAIN ST	0.41	6	1	2	0	0	0.41	38.9753198	-76.2899411	38.9746166	-76.2826503	67254	1	CO 721	CO 721	17000CO00721  01EE**************	1	1	5005	CO	5					2016
6728211	2	QA	CO	749	0				E	1	0.484	1.707	ROUNDTOP RD			1.223	6	1	2	0	0.484	1.707	39.2067757	-76.0394764	39.2135887	-76.0196798	67282	1	CO 749	CO 749	17000CO00749  01EE**************			5006	CO	5	CHURCH HILL RD	0	ROUND TOP VIEW LA	1.77	2016
6735611	2	QA	MD	8	0				N	1	0	8.37	ROMANCOKE RD	STOP SIGN	MAIN ST	8.37	7	1	1	0	0	8.37	38.8810755	-76.3343891	38.9829347	-76.318608	67356	1	MD 8	MD 8	17000MD00008  01NN**************	1	1	5007	MD	5					2016
6735621	2	QA	MD	8	0				S	0	0	8.37	BUSINESS PKWY	MAIN ST	STOP SIGN	8.37	3	3	1	0	0	8.37	38.9830724	-76.3187411	38.881048	-76.3343971	67356	2	MD 8	MD 8	17000MD00008  01NS**************	1	1	5008	MD	6					2016
6735711	2	QA	MD	8	0	A 			E	1	0	0.1	BATTS NECK RD	ROMANCOKE RD	BATTS NECK RD	0.1	4	4	1	0	0	0.1	38.9381804	-76.3555277	38.937511	-76.3537813	67357	1	MD 8 A	MD 8 A	17000MD00008A 01EE**************	1	1	5009	MD	5					2016
6735721	2	QA	MD	8	0	A 			W	0	0	0.1	BATTS NECK RD	BATTS NECK RD	ROMANCOKE RD	0.1	4	4	1	0	0	0.1	38.937511	-76.3537813	38.9381804	-76.3555277	67357	2	MD 8 A	MD 8 A	17000MD00008A 01EW**************	1	1	5010	MD	6					2016
6735811	2	QA	MD	18	0	A 			S	1	0	5.39	LOVE POINT RD	THIRD ST (BACK)	MAIN ST	5.39	7	1	1	0	0	5.39	39.0313993	-76.3110693	38.9786628	-76.2895292	67358	1	MD 18 A	MD 18 A	17000MD00018A 01SS**************	1	1	5011	MD	5					2016
6735821	2	QA	MD	18	0	A 			N	0	0	5.39	MAIN ST	MAIN ST	THIRD ST (BACK)	5.39	3	3	1	0	0	5.39	38.9788309	-76.2895078	39.0314122	-76.3110377	67358	2	MD 18 A	MD 18 A	17000MD00018A 01SN**************	1	1	5012	MD	6					2016
6735911	2	QA	MD	18	0	B 			E	1	0	7.94	MAIN ST	MAIN ST (BACK)	OCEAN GATEWAY	7.94	7	1	1	0	0	7.94	38.9786628	-76.2895292	38.9813606	-76.1644961	67359	1	MD 18 B	MD 18 B	17000MD00018B 01EE**************	1	1	5013	MD	5					2016
6735921	2	QA	MD	18	0	B 			W	0	0	7.94	MAIN ST	OCEAN GATEWAY	MAIN ST (BACK)	7.94	3	3	1	0	0	7.94	38.9814891	-76.1648568	38.9788329	-76.2893525	67359	2	MD 18 B	MD 18 B	17000MD00018B 01EW**************	1	1	5014	MD	6					2016
6736011	2	QA	MD	18	0	C 			E	1	0	6.71	MAIN ST	IN CORP LMTS QUEENSTOWN	CENTREVILLE RD	6.71	7	1	1	0	0	6.71	38.9847551	-76.1613707	39.0359667	-76.073783	67360	1	MD 18 C	MD 18 C	17000MD00018C 01EE**************	1	1	5015	MD	5					2016
6736021	2	QA	MD	18	0	C 			W	0	0	6.71	4H PARK RD	CENTREVILLE RD	MAIN ST (BACK)	6.71	3	3	1	0	0	6.71	39.0359667	-76.073783	38.984651	-76.161743	67360	2	MD 18 C	MD 18 C	17000MD00018C 01EW**************	1	1	5016	MD	6					2016
6736111	2	QA	MD	18	0	F 			N	1	0	0.03	NO NAME	MAIN ST	EXIT #43A	0.03	4	4	1	0	0	0.03	38.9643221	-76.2216258	38.9645697	-76.2209254	67361	1	MD 18 F	MD 18 F	17000MD00018F 01NN**************	1	1	5017	MD	5					2016
6736121	2	QA	MD	18	0	F 			S	0	0	0.03	NO NAME	EXIT #43A	MAIN ST	0.03	4	4	1	0	0	0.03	38.9647634	-76.2218431	38.9643221	-76.2216258	67361	2	MD 18 F	MD 18 F	17000MD00018F 01NS**************	1	1	5018	MD	6					2016
6736211	2	QA	MD	18	0	G 			S	1	0	0.06	LINKS LA	MAIN ST	LINKS LA (AHEAD)	0.06	4	4	1	0	0	0.06	38.9855996	-76.1617062	38.9848713	-76.1622979	67362	1	MD 18 G	MD 18 G	17000MD00018G 01SS**************	1	1	5019	MD	5					2016
6736221	2	QA	MD	18	0	G 			N	0	0	0.06	LINKS LA	LINKS LA (AHEAD)	THIRD ST (BACK)	0.06	4	4	1	0	0	0.06	38.9848713	-76.1622979	38.9855996	-76.1617062	67362	2	MD 18 G	MD 18 G	17000MD00018G 01SN**************	1	1	5020	MD	6					2016
6736311	2	QA	MD	18	0	H 			S	1	0	0.19	CASTLE MARINA RD	ROUNDABOUT	EXIT #39A	0.19	4	4	1	0	0	0.19	38.9788114	-76.2894789	38.9760431	-76.2902885	67363	1	MD 18 H	MD 18 H	17000MD00018H 01SS**************	1	1	5021	MD	5					2016
6736321	2	QA	MD	18	0	H 			N	0	0	0.19	CASTLE MARINA RD	EXIT #39A	THIRD ST (BACK)	0.19	4	4	1	0	0	0.19	38.976085	-76.2893383	38.9787868	-76.2892397	67363	2	MD 18 H	MD 18 H	17000MD00018H 01SN**************	1	1	5022	MD	6					2016
